event,column,row,timebin,adc,tdc,hit
0,1,0,0,160,0,0
0,1,0,1,160,0,0
0,1,0,2,161,0,0
0,1,0,3,160,0,0
0,1,0,4,160,0,0
0,1,0,5,160,0,0
0,1,0,6,160,0,0
0,1,0,7,160,0,0
0,1,1,0,164,0,0
0,1,1,1,165,0,0
0,1,1,2,165,0,0
0,1,1,3,165,0,0
0,1,1,4,165,0,0
0,1,1,5,165,0,0
0,1,1,6,166,0,0
0,1,1,7,166,0,0
0,1,2,0,152,0,0
0,1,2,1,152,0,0
0,1,2,2,152,0,0
0,1,2,3,153,0,0
0,1,2,4,153,0,0
0,1,2,5,153,0,0
0,1,2,6,153,0,0
0,1,2,7,152,0,0
0,1,3,0,153,0,0
0,1,3,1,153,0,0
0,1,3,2,153,0,0
0,1,3,3,153,0,0
0,1,3,4,154,0,0
0,1,3,5,154,0,0
0,1,3,6,154,0,0
0,1,3,7,154,0,0
0,1,4,0,160,0,0
0,1,4,1,161,0,0
0,1,4,2,161,0,0
0,1,4,3,161,0,0
0,1,4,4,162,0,0
0,1,4,5,162,0,0
0,1,4,6,162,0,0
0,1,4,7,161,0,0
0,1,5,0,180,0,0
0,1,5,1,181,0,0
0,1,5,2,180,0,0
0,1,5,3,180,0,0
0,1,5,4,181,0,0
0,1,5,5,182,0,0
0,1,5,6,181,0,0
0,1,5,7,182,0,0
0,1,6,0,150,0,0
0,1,6,1,150,0,0
0,1,6,2,151,0,0
0,1,6,3,151,0,0
0,1,6,4,151,0,0
0,1,6,5,150,0,0
0,1,6,6,150,0,0
0,1,6,7,150,0,0
0,1,7,0,165,0,0
0,1,7,1,166,0,0
0,1,7,2,166,0,0
0,1,7,3,167,0,0
0,1,7,4,168,0,0
0,1,7,5,168,0,0
0,1,7,6,168,0,0
0,1,7,7,167,0,0
0,1,8,0,161,0,0
0,1,8,1,160,0,0
0,1,8,2,160,0,0
0,1,8,3,161,0,0
0,1,8,4,161,0,0
0,1,8,5,161,0,0
0,1,8,6,162,0,0
0,1,8,7,163,0,0
0,1,9,0,156,0,0
0,1,9,1,156,0,0
0,1,9,2,157,0,0
0,1,9,3,157,0,0
0,1,9,4,156,0,0
0,1,9,5,156,0,0
0,1,9,6,157,0,0
0,1,9,7,156,0,0
0,1,10,0,169,0,0
0,1,10,1,169,0,0
0,1,10,2,170,0,0
0,1,10,3,170,0,0
0,1,10,4,170,0,0
0,1,10,5,169,0,0
0,1,10,6,170,0,0
0,1,10,7,170,0,0
0,1,11,0,155,0,0
0,1,11,1,154,0,0
0,1,11,2,154,0,0
0,1,11,3,156,0,0
0,1,11,4,156,0,0
0,1,11,5,156,0,0
0,1,11,6,156,0,0
